Date,Temperature,Rainfall,CO2,Sea_Level
2000-01-31,15.248357076505616,92.07479261567299,369.87208240851925,0.06156035377841184
2000-02-29,15.950867849414408,108.85263558533102,369.8444595593996,-0.04203367853132517
2000-03-31,17.095895076619225,122.37038086549333,369.99355367974243,0.3303629155788574
2000-04-30,17.821514928204014,128.65755194170123,372.60346363586723,1.048652818804543
2000-05-31,16.69497412020721,105.31754400513101,372.4436492547157,1.2341730876255883
2000-06-30,15.982931521525408,106.65498764159051,372.57774629040233,1.4632033327294642
2000-07-31,15.909606407753696,95.25054688839043,374.1534271157575,1.8036867866130784
2000-08-31,14.523717364576456,83.46670767426288,374.51845199638564,2.169516341072334
2000-09-30,13.193211999463648,100.3340343271222,378.08714163507256,2.2920480639381275
2000-10-31,13.451280021792982,84.04981710960955,378.0816397569494,2.5443390549195373
2000-11-30,13.236240346024891,70.07065238096078,377.9920273586834,3.0391690510195364
2000-12-31,13.98713512321487,99.17861947054774,380.27994413889,3.104325444476993
2001-01-31,15.360981135783017,121.22156197012633,379.67736830764767,3.681650551142894
2001-02-28,15.303359877671099,120.32465260551147,379.5387157986717,3.559483279152432
2001-03-31,16.149591891312358,102.12680841614863,382.72312407726963,4.405831127465129
2001-04-30,17.018856235379513,115.15765927133748,382.53891004368467,4.594519496482609
2001-05-31,16.545635247401666,129.989619567555,381.76275384567356,4.851205946862775
2001-06-30,16.497123666297636,102.92330534381219,383.4096613219164,5.296538196789102
2001-07-31,14.905987962239394,104.4381942814623,383.52438174661523,5.733094888892515
2001-08-31,13.673848149332358,97.74634053429338,383.81720026903565,5.902874013003626
2001-09-30,14.4007735768919,73.41018720853039,386.92617754753167,5.631825153733671
2001-10-31,13.307111849756732,79.404746439382,388.7094166404701,6.044084606652859
2001-11-30,13.741713294775083,50.26681852362049,386.2014324261809,6.475036284460864
2001-12-31,13.74762590689327,79.75612358665707,388.9629692366905,6.905218210042166
2002-01-31,15.207808637737408,97.47431848606838,388.54935743087816,7.303531804093824
2002-02-28,16.555461294854933,97.52216818035151,389.5128746162353,7.3548512373693065
2002-03-31,19.676554018857725,133.64462111500512,390.20760607576113,7.837353352895415
2002-04-30,17.727849009172836,105.69858622039368,390.73600923032024,7.948923413529335
2002-05-31,16.991731462609476,112.92006320871896,392.4485216279448,8.27769643940161
2002-06-30,16.43415312510336,111.30740577286092,392.36904988358896,8.418667780630354
2002-07-31,15.299146693885307,114.4127328906612,394.27045682577983,8.81535335077782
2002-08-31,15.546139092254469,75.64137848820563,394.7497618905509,9.029663078876732
2002-09-30,13.90120058006216,94.31112944586084,395.3610519531336,9.404825349404533
2002-10-31,13.13114453552205,80.10233061019586,395.4924363379584,10.110728359321568
2002-11-30,14.359221648482718,72.86440541383172,396.6232286694317,10.01012022223361
2002-12-31,14.089578175014488,94.6210347426327,398.75539122582575,11.026476412967478
2003-01-31,15.824431797502376,101.99059695573469,399.3009171876244,10.898663580176176
2003-02-28,15.760164938060111,103.99783122841202,398.62244475520146,11.136967224738974
2003-03-31,16.82795778311966,118.01852892558894,400.4993323054292,11.228328443963758
2003-04-30,17.878430617934562,116.14686403138239,401.9513871233718,11.840061975881797
2003-05-31,17.901284097566585,118.45568152820124,400.3305947188786,11.884872434752445
2003-06-30,16.905684140594992,116.62130674521053,403.3433601923799,12.324401962929072
2003-07-31,15.782175858805882,115.86016816145353,402.93737624105415,13.112016907653759
2003-08-31,14.709448152205356,77.62184501173154,404.97059866859314,12.88078802005507
2003-09-30,13.408688197247413,104.00982567087391,404.43674084345747,13.429854665257135
2003-10-31,13.540077895802646,60.47912200477498,404.19511789933546,13.359364714974822
2003-11-30,16.957629806951225,81.16164097395536,405.17245756211685,13.793002301900607
2003-12-31,15.468561113109457,95.88317206484577,407.6480849466614,14.454160127127102
2004-01-31,16.13180914478423,102.80991867735031,408.65972250172143,14.274606588442445
2004-02-29,16.09847992231863,103.77300480179403,408.2956833748956,15.062489711599385
2004-03-31,17.894092792266274,115.23928557211605,410.6385924587774,15.141550387091096
2004-04-30,17.82745885979184,115.06999065341168,409.13847993773106,15.187506644821145
2004-05-31,17.4335898074159,111.42686050624665,411.5339202013527,15.726481547811105
2004-06-30,17.365838144420433,118.49602097021025,411.1889838002375,16.094510889925346
2004-07-31,16.59549976124798,103.5701548596505,412.5481638921978,16.32436199244344
2004-08-31,15.565640059558097,83.07090404739343,414.0473986713164,16.185955056021907
2004-09-30,13.968340430819806,91.67549067864375,413.9395866347161,16.65457256483503
2004-10-31,13.985393812074394,83.07299520876609,415.2154444557702,17.050496272889696
2004-11-30,14.593580908132905,90.80811311270084,417.4062928092144,17.38511331417999
2004-12-31,15.667772563561178,96.2962884192361,416.62310813047685,17.824134419510134
2005-01-31,15.960412881077344,91.71004989077917,418.83569211206515,18.035540200186652
2005-02-28,17.127170511668087,104.39818959803027,417.6702931453424,18.03293112825798
2005-03-31,17.41888332056586,124.79344412692137,420.12980417791533,18.67603957020119
2005-04-30,17.661896687959665,126.10370265433465,421.8415686206579,19.022117149056765
2005-05-31,18.418313718765983,117.11149213604733,418.7283554998727,19.311958089586206
2005-06-30,17.978120014285413,111.17327383308783,421.2031047445295,19.716156145110926
2005-07-31,16.28399493920983,112.7766489578842,423.37707212718055,19.966784430909783
2005-08-31,15.841766448946016,84.08428611164173,423.396954613957,20.191836015845684
2005-09-30,14.808767204954938,88.1504657360116,424.77114587337127,20.38596685770827
2005-10-31,14.057440122697438,77.97807347566106,424.59601481328417,20.3678078132968
2005-11-30,14.848646995185327,80.50267989203903,426.0865897874729,21.08592364382652
2005-12-31,16.18901828323299,100.98776851987195,426.6443227646079,21.34153753743262
2006-01-31,16.422086980445023,108.25416348988027,428.76778206165983,21.654315767439073
2006-02-28,18.242321827906995,118.13509636000629,428.6544208433012,21.644650284835937
2006-03-31,16.902178255524003,130.37529614723204,429.5376026620752,21.983788691918345
